C B,BENEFICIARIO,RFC,FACTURAS,CONTRATO,CONCEPTO,TIPO,FDO - #OP,FECHA,IMPORTE,SHEET
116459,"INTERASFALTOS, S.A. DE C.V.",INT131217BU0,4192-183011-5154,SSP-322-2023,"INSUMOS P/BACHEO P/LA OPERATIVIDAD DE LA D. G. O., ZONA CENTRO (CARPETA) DEL 21 AL 25 DE AGOSTO DEL 2023, RAMO 28",TR,351000917.0,2024-02-09,709481.35,CONTRATISTAS
116459,"INTERASFALTOS, S.A. DE C.V.",INT131217BU0,4203-183011-5156,SSP-322-2023,"INSUMOS P/BACHEO P/LA OPERATIVIDAD DE LA D. G. O., ZONA CENTRO (CARPETA) DEL 28 DE AGOSTO AL 1 DE SEPTIEMBRE DEL 2023, RAMO 28",TR,351000918.0,2024-02-09,713042.94,CONTRATISTAS
116459,"INTERASFALTOS, S.A. DE C.V.",INT131217BU0,4274-183011-5821,SSP-322-2023,"INSUMOS P/BACHEO P/LA OPERATIVIDAD DE LA D. G. O., ZONA NORTE (CARPETA) DEL 2 AL 6 DE OCTUBRE DEL 2023, RAMO 28",TR,351000918.0,2024-02-09,413262.37,CONTRATISTAS
116459,"INTERASFALTOS, S.A. DE C.V.",INT131217BU0,4285-183011-5822,SSP-322-2023,"INSUMOS P/BACHEO P/LA OPERATIVIDAD DE LA D. G. O., ZONA NORTE (CARPETA) DEL 9 AL 14 DE OCTUBRE DEL 2023, RAMO 28",TR,351000918.0,2024-02-09,413888.58,CONTRATISTAS
116459,"INTERASFALTOS, S.A. DE C.V.",INT131217BU0,4320-183011-5848,SSP-322-2023,"INSUMOS P/BACHEO P/LA OPERATIVIDAD DE LA D. G. O., ZONA NORTE (EMULSION ASFALTICA) DEL 23 DE OCTUBRE DEL 2023, RAMO 28",TR,351000952.0,2024-02-23,37514.4,CONTRATISTAS
116459,"INTERASFALTOS, S.A. DE C.V.",INT131217BU0,4340-183011-5849,SSP-322-2023,"INSUMOS P/BACHEO P/LA OPERATIVIDAD DE LA D. G. O., ZONA NORTE (EMULSION ASFALTICA) DEL 30 DE OCTUBRE DEL 2023, RAMO 28",TR,351000952.0,2024-02-23,37514.4,CONTRATISTAS
116459,"INTERASFALTOS, S.A. DE C.V.",INT131217BU0,4558-183011-171,SSP-324-2023,"EST. # 11, INSUMOS P/BACHEO P/LA OPERATIVIDAD DE LA D. G. O., (TRABAJOS PREVIOS) PERIODO DEL 30 DE NOVIEMBRE AL 31 DE DICIEMBRE DEL 2023, RAMO 28",TR,373000012.0,2024-02-23,13380238.92,CONTRATISTAS
116459,"INTERASFALTOS, S.A. DE C.V.",INT131217BU0,A4563-185004-733,SIS-447-2024,"DISP-FEIEF-2023 30% ANT. SIS-RP-08/24-CP REHABILITACIÓN DE PAVIMENTO DE CONCRETO ASFÁLTICO DE AV. ANTONIO L. RODRÍGUEZ (ORIENTE - PONIENTE), ENTRE AV. GONZALITOS Y BOULEVARD GUSTAVO DÍAZ ORDAZ EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN. . ICOM/24185003",TR,352000021.0,2024-02-26,13472671.35,CONTRATISTAS
116474,"M.S. COMERCIALIZADORA E IMPORTADORA, S.A. DE C.V.",MCE071219760,64589-183011-66,SSP-329-2023,"EST. # 8, POR EL ARRENDAMIENTO DE PIPAS DE RIEGO, PERIODO DEL 4 DE NOVIEMBRE AL 3 DE DICIEMBRE DEL 2023, RAMO 28",TR,373000014.0,2024-02-23,3356046.84,CONTRATISTAS
116517,"SKY CONSULTING PARTNERS, S.A. DE C.V.",SCP060317IK5,D2434-183011-5996,ORDEN DE COMPRA 10727,ADQUISICION DE CAMARAS DE SEGURIDAD PARA EL AREA DE VENTANILLA DIGITAL,TR,302000018.0,2024-02-16,47687.6,CONTRATISTAS
116550,"TOP MEDICAL, S.A. DE C.V.",TME0405261Z3,TM1985-183011-5693,SFA-013-2022,"SUMINISTRO DE MATERIAL QUIRURGICO PARA TRAUMATOLOGIA Y ORTOPEDIA DEL MES DE OCTUBRE DEL 2023, RAMO 28",TR,330001280.0,2024-02-09,241339.98,CONTRATISTAS
116550,"TOP MEDICAL, S.A. DE C.V.",TME0405261Z3,TM1982-183011-5691,SFA-013-2022,"SUMINISTRO DE MATERIAL QUIRURGICO PARA TRAUMATOLOGIA Y ORTOPEDIA DEL MES DE SEPTIEMBRE DEL 2023, RAMO 28",TR,351000910.0,2024-02-09,103158.81,CONTRATISTAS
116550,"TOP MEDICAL, S.A. DE C.V.",TME0405261Z3,TM1983-183011-5692,SFA-013-2022,"SUMINISTRO DE MATERIAL QUIRURGICO PARA TRAUMATOLOGIA Y ORTOPEDIA DEL MES DE OCTUBRE DEL 2023, RAMO 28",TR,351000910.0,2024-02-09,19954.84,CONTRATISTAS
116550,"TOP MEDICAL, S.A. DE C.V.",TME0405261Z3,TM1986-183011-5694,SFA-013-2022,"SUMINISTRO DE MATERIAL QUIRURGICO PARA TRAUMATOLOGIA Y ORTOPEDIA DEL MES DE OCTUBRE DEL 2023, RAMO 28",TR,351000910.0,2024-02-09,79209.62,CONTRATISTAS
116550,"TOP MEDICAL, S.A. DE C.V.",TME0405261Z3,TM1988-183011-5698,SFA-013-2022,"SUMINISTRO DE MATERIAL QUIRURGICO PARA TRAUMATOLOGIA Y ORTOPEDIA DEL MES DE OCTUBRE DEL 2023, RAMO 28",TR,351000930.0,2024-02-16,217734.23,CONTRATISTAS
116550,"TOP MEDICAL, S.A. DE C.V.",TME0405261Z3,TM1989-183011-5701,SFA-013-2022,"SUMINISTRO DE MATERIAL QUIRURGICO PARA TRAUMATOLOGIA Y ORTOPEDIA DEL MES DE OCTUBRE DEL 2023, RAMO 28",TR,351000930.0,2024-02-16,172856.5,CONTRATISTAS
116550,"TOP MEDICAL, S.A. DE C.V.",TME0405261Z3,TM1990-183011-5703,SFA-013-2022,"SUMINISTRO DE MATERIAL QUIRURGICO PARA TRAUMATOLOGIA Y ORTOPEDIA DEL MES DE OCTUBRE DEL 2023, RAMO 28",TR,351000930.0,2024-02-16,359042.5,CONTRATISTAS
116550,"TOP MEDICAL, S.A. DE C.V.",TME0405261Z3,TM1991-183011-5704,SFA-013-2022,"SUMINISTRO DE MATERIAL QUIRURGICO PARA TRAUMATOLOGIA Y ORTOPEDIA DEL MES DE OCTUBRE DEL 2023, RAMO 28",TR,351000930.0,2024-02-16,258433.51,CONTRATISTAS
116550,"TOP MEDICAL, S.A. DE C.V.",TME0405261Z3,TM1992-183011-5705,SFA-013-2022,"SUMINISTRO DE MATERIAL QUIRURGICO PARA TRAUMATOLOGIA Y ORTOPEDIA DEL MES DE OCTUBRE DEL 2023, RAMO 28",TR,351000930.0,2024-02-16,182707.57,CONTRATISTAS
116550,"TOP MEDICAL, S.A. DE C.V.",TME0405261Z3,TM1993-183011-5706,SFA-013-2022,"SUMINISTRO DE MATERIAL QUIRURGICO PARA TRAUMATOLOGIA Y ORTOPEDIA DEL MES DE OCTUBRE DEL 2023, RAMO 28",TR,351000930.0,2024-02-16,80549.82,CONTRATISTAS
116650,"HEGV INDUSTRIAL, S.A. DE C.V.",HIN060928EC8,455-183011-5697,ORDEN DE COMPRA 9968,SUMINISTRO DE UNIFORMES PARA POLICIA DE INVESTIGACION,TR,316000055.0,2024-02-16,1336990.48,CONTRATISTAS
116699,RAMIREZ VERASTEGUI ISIDRO RAMON,RAVI6505157N0,M91-185004-4863,SIS-052-2022,"FDOS-DESC DE SEG ISN 2021 EST. 1-E SIS-RP-27/22-CP REHABILITACION DE VIALIDADES EN INTERSECCIONES PARA CRUCEROS SEGUROS EN DIVERSAS UBICACIONES EN EL MUNICIPIO DE MONTERREY, NUEVO LEON ICOM 22185045 REF-SIS/026/2023",TR,317000323.0,2024-02-07,103188.7,CONTRATISTAS
116699,RAMIREZ VERASTEGUI ISIDRO RAMON,RAVI6505157N0,M99-185004-5108,SIS-355-2023,"FISM-2023 EST. 1-A SIS-FAISMUN-05/23-IR CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN CALLE PROLONGACIÓN JALISCO, ENTRE LAS CALLES LAGUNA DE GUZMÁN Y LAGO AZUL, COLONIA TANQUES DE GUADALUPE, EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN   ICOM/23185051",TR,354000128.0,2024-02-07,37353.14,CONTRATISTAS
116699,RAMIREZ VERASTEGUI ISIDRO RAMON,RAVI6505157N0,M98-185004-5107,SIS-355-2023,"FISM-2023 EST. 1 SIS-FAISMUN-05/23-IR CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN CALLE PROLONGACIÓN JALISCO, ENTRE LAS CALLES LAGUNA DE GUZMÁN Y LAGO AZUL, COLONIA TANQUES DE GUADALUPE, EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN   ICOM/23185051",TR,354000134.0,2024-02-09,1258575.55,CONTRATISTAS
116749,CANTU ELIZONDO DANIELA,CAED840724IQ7,DB111-183011-55,SEP-054-2023,"ARRENADMIENTO DE LAS OFICINAS DE LA DIRECCION DE GIRAS, EVENTOS Y LOGISTICA CORRESPONDIENTE AL MES DE DICIEMBRE DE 2023.",TR,373000004.0,2024-02-14,34012.39,CONTRATISTAS
116749,CANTU ELIZONDO DANIELA,CAED840724IQ7,612D2183011-3951,SEP-054-2023,"ARRENDAMIENTO DE LAS OFICINAS DE LA DIRECCION DE GIRAS, EVENTOS Y LOGISTICA CORRESPONDIENTE AL MES DE SEPTIEMBRE DE 2023.",TR,351000920.0,2024-02-15,34012.39,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72100-183011-5364,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, JULIO A SEPTIEMBRE 2023, RAMO 28",TR,351000919.0,2024-02-13,3666470.81,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72123-183011-5365,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, JULIO A AGOSTO 2023, RAMO 28",TR,351000919.0,2024-02-13,2497621.38,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,71278-183011-5403,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, JUNIO 2023, RAMO 28",TR,351000927.0,2024-02-16,306809.18,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,71868-183011-5404,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, AGOSTO 2023, RAMO 28",TR,351000927.0,2024-02-16,300861.92,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,71930-183011-5630,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, JUNIO 2023, RAMO 28",TR,351000927.0,2024-02-16,966753.96,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72037-183011-5405,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, MAYO 2023, RAMO 28",TR,351000927.0,2024-02-16,7515.2,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72056-183011-5585,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, AGOSTO 2023, RAMO 28",TR,351000927.0,2024-02-16,20233.4,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72057-183011-5586,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, ABRIL 2023, RAMO 28",TR,351000927.0,2024-02-16,1034705.4,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72064-183011-5587,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, SEPTIEMBRE 2023, RAMO 28",TR,351000927.0,2024-02-16,319447.08,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72071-183011-5407,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, JULIO Y AGOSTO 2023, RAMO 28",TR,351000927.0,2024-02-16,501807.52,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72072-183011-5631,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, AGOSTO 2023, RAMO 28",TR,351000927.0,2024-02-16,841825.1,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72073-183011-5632,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, SEPTIEMBRE 2023, RAMO 28",TR,351000927.0,2024-02-16,926660.0,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72080-183011-5408,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, JUNIO 2023, RAMO 28",TR,351000927.0,2024-02-16,21883.4,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72083-183011-5409,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, MAYO 2023, RAMO 28",TR,351000927.0,2024-02-16,995399.06,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72087-183011-5410,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, AGOSTO 2023, RAMO 28",TR,351000927.0,2024-02-16,4000.0,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72096-183011-5588,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, AGOSTO 2023, RAMO 28",TR,351000927.0,2024-02-16,106260.45,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72097-183011-5633,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, SEPTIEMBRE 2023, RAMO 28",TR,351000927.0,2024-02-16,71995.7,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72098-183011-5634,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, SEPTIEMBRE 2023, RAMO 28",TR,351000927.0,2024-02-16,3052.0,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72099-183011-5635,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, SEPTIEMBRE 2023, RAMO 28",TR,351000927.0,2024-02-16,42264.38,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72101-183011-5589,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, JULIO 2023, RAMO 28",TR,351000927.0,2024-02-16,952024.13,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72104-183011-5590,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, JULIO 2023, RAMO 28",TR,351000927.0,2024-02-16,3150.4,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72124-183011-5591,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, MARZO 2023, RAMO 28",TR,351000927.0,2024-02-16,27447.04,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72125-183011-5636,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, ABRIL 2023, RAMO 28",TR,351000927.0,2024-02-16,101998.04,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72126-183011-5592,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, MAYO 2023, RAMO 28",TR,351000927.0,2024-02-16,48260.47,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72127-183011-5637,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, JUNIO 2023, RAMO 28",TR,351000927.0,2024-02-16,20083.2,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72128-183011-5593,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, JULIO 2023, RAMO 28",TR,351000927.0,2024-02-16,197625.76,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72129-183011-5639,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, AGOSTO 2023, RAMO 28",TR,351000927.0,2024-02-16,26777.6,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72130-183011-5641,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, SEPTIEMBRE 2023, RAMO 28",TR,351000927.0,2024-02-16,18744.32,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72131-183011-5643,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, OCTUBRE 2023, RAMO 28",TR,351000927.0,2024-02-16,75354.5,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72137-183011-5594,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, SEPTIEMBRE 2023, RAMO 28",TR,351000927.0,2024-02-16,89359.45,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72138-183011-5595,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, AGOSTO 2023, RAMO 28",TR,351000927.0,2024-02-16,25890.0,CONTRATISTAS
120642,HOSP.UNIVERSITARIO DR.JOSE E.GONZALEZ,UAN691126MK2,72139-183011-5596,SFA-101-2023,"ATENCION MEDICA Y HOSPITALIZACION, MARZO 2023, RAMO 28",TR,351000927.0,2024-02-16,60371.18,CONTRATISTAS
123046,"CONSTRU-SHENSA, SA. DE CV.",CSH860224497,751-185004-682,SIS-197-2023,"REC-FISC EST. 4-A SIS-RP-06/23-CP CONSTRUCCION, EMBELLECIMIENTO Y PAISAJISMO DE CORREDOR VERDE EN PUENTE MULTIMODAL PARA CONEXIÓN DEL PARQUE ESPAÑA Y PARQUE FUNDIDORA, EN EL MUNICIPIO DE MONTERREY, NUEVO LEON ICOM/23185001-A-BIS REF-SIS/013/2024",TR,1029383.0,2024-02-23,44653.66,CONTRATISTAS
123046,"CONSTRU-SHENSA, SA. DE CV.",CSH860224497,753-185004-728,SIS-442-2024,"DISP-R28-PART-2023 30% ANT. SIS-RP-03/24-CP REHABILITACIÓN DE PAVIMENTO DE CONCRETO ASFÁLTICO DE AV. RUIZ CORTINES (ORIENTE - PONIENTE), ENTRE AV. RANGEL FRÍAS Y AV. ABRAHAM LINCOLN EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN. ICOM/24185005",TR,351000954.0,2024-02-27,17847064.56,CONTRATISTAS
123079,"PICO INFRAESTRUCTURA URBANA, SA. DE CV.",PIU890517G81,F-1497-185004-339,SIS-413-2023,"REC-FISC (PTTO-PART-2023) EST. 1 SIS-PP23-10/23-IR REHAB. DE ESPACIO PUBLICO UBICADO ENTRE LAS CALLES MISION SAN PABLO,  MISION SAN NICOLAS, MISION SAN JUAN, MISION SAN MARCOS Y MISION SAN JORGE, EN LA COL. MISION CUMBRES,  EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN.ICOM/23185089 REF-SIS/015/2024",TR,1029367.0,2024-02-16,619916.2,CONTRATISTAS
123079,"PICO INFRAESTRUCTURA URBANA, SA. DE CV.",PIU890517G81,F-1498-185004-340,SIS-413-2023,"REC-FISC (PTTO-PART-2023) EST. 1-A SIS-PP23-10/23-IR REHAB. DE ESPACIO PUBLICO UBICADO ENTRE LAS CALLES MISION SAN PABLO,  MISION SAN NICOLAS, MISION SAN JUAN, MISION SAN MARCOS Y MISION SAN JORGE, EN LA COL. MISION CUMBRES,  EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN.ICOM/23185089 REF-SIS/015/2024",TR,1029367.0,2024-02-16,2538.37,CONTRATISTAS
123140,GUERRERO SEGURA NESTOR,GUSN651210KJ8,CFDI2110-185004-321,SIS-432-2024,"REC-FISC (PTTO-PART-2023) 30% ANT. SIS-PP23-25/23-IR REHABILITACION DE ESPACIO PUBLICO UBICADO ENTRE LAS CALLES ROMULO DIAZ DE LA VEGA, TERMOPILAS, MARTIN CARRERA Y DARDANELOS, COL. ESTRELLA, EN MTY. N.L.  ICOM/23185089 REF-SIS/015/2024",TR,1029301.0,2024-02-13,624348.71,CONTRATISTAS
123226,"PAVIMENTOS Y CONSTRUCCIONES GARCAN, SA. DE CV.",PCG980216LW8,F1987-185004-326,SIS-434-2024,"REC-FISC (PTTO-PART-2023) 30% ANT. SIS-PP23-21/23-IR REHABILITACION DE BANQUETAS EN AV. ALMAZAN, ENTRE LAS CALLES JURICA Y COPAN, COL. LOMAS DE ANAHUAC, EN MTY., N.L. ICOM/23185089 REF-SIS/015/2024",TR,1029299.0,2024-02-13,767542.74,CONTRATISTAS
123232,"CONSTRUCTORA ROGACU, SA. DE CV.",CRO910907BV7,B1232-185004-5035,SIS-223-2023,"DISP-R28-PARTIC 2022 EST. 4 SIS-RP-11/23-CP CONSTRUCCIÓN DE DRENAJE PLUVIAL ¿LUIS ECHEVERRÍA ÁLVAREZ¿ DE TUBERÍA DE PVC DE PARED ESTRUCTURADA DE 120¿ DE DIÁM. (ET 3) EN CALLES MARCELO TORCUATO DE ALVEAR ENTRE NICOLÁS DE AVELLANEDA Y 25 DE MAYO EN COL. SAN MARTÍN EN MTY., N.L. ICOM/23185011-BIS",TR,330001275.0,2024-02-07,3425503.27,CONTRATISTAS
123232,"CONSTRUCTORA ROGACU, SA. DE CV.",CRO910907BV7,B1239-185004-427,SIS-223-2023,"DISP-R28-PARTIC 2023 EST. 1-A SIS-RP-11/23-CP CONST DE DRENAJE PLUVIAL LUIS ECHEVERRÍA ÁLVAREZ DE TUB DE PVC DE PARED ESTRUCTURADA DE 120¿ DE DIÁM. (ET 3) EN CALLES MARCELO TORCUATO DE ALVEAR ENTRE NICOLÁS DE AVELLANEDA Y 25 DE MAYO EN COL. SAN MARTÍN,MTY., N.L. ICOM/23185011-BIS REF-SIS/009/2024",TR,351000945.0,2024-02-23,57282.45,CONTRATISTAS
123262,"CONSTRUCCIONES DYNAMO, SA. DE CV.",CDY980323MA8,N-1210-185004-4296,SIS-337-2023,"FISM-2023 EST. 1 SIS-FAISMUN-08/23-CP CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN CALLE SINALOA, ENTRE LAS CALLES 2 DE ABRIL E IGUALA, COLONIA NUEVO REPUEBLO, EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN.ICOM/23185051",TR,354000125.0,2024-02-07,1474878.34,CONTRATISTAS
123262,"CONSTRUCCIONES DYNAMO, SA. DE CV.",CDY980323MA8,N-1211-185004-4297,SIS-337-2023,"FISM-2023 EST. 1-A SIS-FAISMUN-08/23-CP CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN CALLE SINALOA, ENTRE LAS CALLES 2 DE ABRIL E IGUALA, COLONIA NUEVO REPUEBLO, EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN.ICOM/23185051",TR,354000125.0,2024-02-07,26475.59,CONTRATISTAS
123262,"CONSTRUCCIONES DYNAMO, SA. DE CV.",CDY980323MA8,N-1212-185004-4298,SIS-337-2023,"FISM-2023 EST. 1-E SIS-FAISMUN-08/23-CP CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN CALLE SINALOA, ENTRE LAS CALLES 2 DE ABRIL E IGUALA, COLONIA NUEVO REPUEBLO, EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN.ICOM/23185051",TR,354000125.0,2024-02-07,693387.14,CONTRATISTAS
123262,"CONSTRUCCIONES DYNAMO, SA. DE CV.",CDY980323MA8,N-1213-185004-4299,SIS-337-2023,"FISM-2023 EST. 2 SIS-FAISMUN-08/23-CP CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN CALLE SINALOA, ENTRE LAS CALLES 2 DE ABRIL E IGUALA, COLONIA NUEVO REPUEBLO, EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN.ICOM/23185051",TR,354000125.0,2024-02-07,1990104.57,CONTRATISTAS
123262,"CONSTRUCCIONES DYNAMO, SA. DE CV.",CDY980323MA8,N-1214-185004-4300,SIS-337-2023,"FISM-2023 EST. 2-A SIS-FAISMUN-08/23-CP CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN CALLE SINALOA, ENTRE LAS CALLES 2 DE ABRIL E IGUALA, COLONIA NUEVO REPUEBLO, EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN.ICOM/23185051",TR,354000125.0,2024-02-07,188715.7,CONTRATISTAS
123262,"CONSTRUCCIONES DYNAMO, SA. DE CV.",CDY980323MA8,N-1215-185004-4301,SIS-337-2023,"FISM-2023 EST. 2-E SIS-FAISMUN-08/23-CP CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN CALLE SINALOA, ENTRE LAS CALLES 2 DE ABRIL E IGUALA, COLONIA NUEVO REPUEBLO, EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN.ICOM/23185051",TR,354000125.0,2024-02-07,1038848.68,CONTRATISTAS
123307,"CONSTRUCTORA JOMABE, SA. DE CV.",CJO931215QA8,B908-185004-4913,SIS-361-2023,"FISM-2023 EST. 2-A SIS-FAISMUN-07/23-IR CONSTRUCCIÓN DE REJILLA DE CAPTACIÓN PLUVIAL EN EL CRUCE DE LA AVENIDA ANTIGUO CAMINO A VILLA DE SANTIAGO Y LA CALLE SANTA ANITA, COLONIA BOSQUES DE LA ESTANZUELA, EN EL MUNICIPIO DE MONTERREY NUEVO LEÓN.   ICOM/23185051",TR,354000126.0,2024-02-07,96544.78,CONTRATISTAS
123307,"CONSTRUCTORA JOMABE, SA. DE CV.",CJO931215QA8,B909-185004-4914,SIS-361-2023,"FISM-2023 EST. 1-E SIS-FAISMUN-07/23-IR CONSTRUCCIÓN DE REJILLA DE CAPTACIÓN PLUVIAL EN EL CRUCE DE LA AVENIDA ANTIGUO CAMINO A VILLA DE SANTIAGO Y LA CALLE SANTA ANITA, COLONIA BOSQUES DE LA ESTANZUELA, EN EL MUNICIPIO DE MONTERREY NUEVO LEÓN.   ICOM/23185051",TR,354000126.0,2024-02-07,76717.88,CONTRATISTAS
123307,"CONSTRUCTORA JOMABE, SA. DE CV.",CJO931215QA8,B910-185004-4912,SIS-361-2023,"FISM-2023 EST. 2 SIS-FAISMUN-07/23-IR CONSTRUCCIÓN DE REJILLA DE CAPTACIÓN PLUVIAL EN EL CRUCE DE LA AVENIDA ANTIGUO CAMINO A VILLA DE SANTIAGO Y LA CALLE SANTA ANITA, COLONIA BOSQUES DE LA ESTANZUELA, EN EL MUNICIPIO DE MONTERREY NUEVO LEÓN.   ICOM/23185051",TR,354000126.0,2024-02-07,134752.72,CONTRATISTAS
